Scan #96,PSI,Stim Index,Stim Side,Ipsi,Contra,,Scan #97,PSI,Stim Index,Stim Side,Ipsi,Contra,,Scan #99,PSI,Stim Index,Stim Side,Ipsi,Contra,,Scan #100,PSI,Stim Index,Stim Side,Ipsi,Contra
14,60,1,R,TRUE,TRUE,,14,60,1,L,TRUE,TRUE,,14,60.2,2,L,TRUE,FALSE,,14,60.4,1,L,TRUE,TRUE
14,60,2,R,TRUE,FALSE,,14,60,2,R,TRUE,TRUE,,14,60.2,3,L,TRUE,TRUE,,14,60.4,2,R,TRUE,TRUE
14,60,3,L,TRUE,FALSE,,14,60,3,L,TRUE,TRUE,,14,60.2,4,L,TRUE,TRUE,,14,60.4,3,L,TRUE,TRUE
14,60,4,R,TRUE,TRUE,,14,60,4,R,TRUE,TRUE,,14,60.2,5,R,TRUE,TRUE,,14,60.4,4,L,TRUE,TRUE
14,60,5,R,TRUE,TRUE,,14,60,5,L,TRUE,TRUE,,14,60.2,6,L,TRUE,TRUE,,14,60.4,5,R,TRUE,TRUE
14,60,6,L,TRUE,TRUE,,14,60,6,R,TRUE,TRUE,,14,60.2,7,R,TRUE,TRUE,,14,60.4,6,L,TRUE,TRUE
14,60,7,L,TRUE,TRUE,,14,60,7,R,TRUE,TRUE,,14,60.2,8,R,TRUE,TRUE,,14,60.4,7,R,TRUE,TRUE
14,60,8,L,TRUE,TRUE,,14,60,8,L,TRUE,TRUE,,15,30.2,1,L,TRUE,FALSE,,14,60.4,8,R,TRUE,TRUE
15,29.6,1,L,TRUE,TRUE,,15,29.9,1,L,TRUE,TRUE,,15,30.2,2,L,TRUE,FALSE,,15,29.8,1,L,TRUE,TRUE
15,29.6,2,R,TRUE,TRUE,,15,29.9,2,R,TRUE,TRUE,,15,30.2,3,L,TRUE,FALSE,,15,29.8,2,R,TRUE,TRUE
15,29.6,3,L,TRUE,TRUE,,15,29.9,3,L,TRUE,FALSE,,15,30.2,4,R,FALSE,FALSE,,15,29.8,3,L,TRUE,TRUE
15,29.6,4,R,TRUE,TRUE,,15,29.9,4,R,TRUE,FALSE,,15,30.2,5,L,FALSE,FALSE,,15,29.8,4,R,TRUE,TRUE
15,29.6,5,R,TRUE,TRUE,,15,29.9,5,L,TRUE,TRUE,,15,30.2,6,R,TRUE,FALSE,,15,29.8,5,L,TRUE,TRUE
15,29.6,6,R,TRUE,TRUE,,15,29.9,6,R,TRUE,FALSE,,15,30.2,7,R,FALSE,FALSE,,15,29.8,6,R,TRUE,TRUE
15,29.6,7,L,TRUE,TRUE,,15,29.9,7,R,TRUE,FALSE,,15,30.2,8,R,TRUE,TRUE,,15,29.8,7,R,TRUE,TRUE
15,29.6,8,L,TRUE,TRUE,,15,29.9,8,L,FALSE,FALSE,,16,14.8,1,R,TRUE,TRUE,,15,29.8,8,L,TRUE,TRUE
16,15.1,1,R,TRUE,TRUE,,16,15.1,1,L,FALSE,FALSE,,16,14.8,2,R,TRUE,FALSE,,16,15.6,1,L,TRUE,FALSE
16,15.1,2,L,TRUE,TRUE,,16,15.1,2,L,FALSE,FALSE,,16,14.8,3,L,FALSE,FALSE,,16,15.6,2,R,TRUE,TRUE
16,15.1,3,L,TRUE,FALSE,,16,15.1,3,R,FALSE,FALSE,,16,14.8,4,R,FALSE,FALSE,,16,15.6,3,R,TRUE,TRUE
16,15.1,4,R,TRUE,TRUE,,16,15.1,4,L,FALSE,FALSE,,16,14.8,5,L,FALSE,FALSE,,16,15.6,4,L,TRUE,TRUE
16,15.1,5,L,TRUE,FALSE,,16,15.1,5,L,TRUE,FALSE,,16,14.8,6,L,FALSE,FALSE,,16,15.6,5,R,TRUE,TRUE
16,15.1,6,R,TRUE,TRUE,,16,15.1,6,R,TRUE,FALSE,,16,14.8,7,R,FALSE,FALSE,,16,15.6,6,L,TRUE,TRUE
16,15.1,7,L,TRUE,FALSE,,16,15.1,7,R,FALSE,FALSE,,16,14.8,8,L,TRUE,FALSE,,16,15.6,7,R,TRUE,TRUE
16,15.1,8,R,TRUE,TRUE,,16,15.1,8,R,TRUE,FALSE,,17,14.9,1,R,TRUE,TRUE,,16,15.6,8,L,TRUE,TRUE
17,15.2,1,R,TRUE,TRUE,,17,15.3,1,R,TRUE,FALSE,,17,14.9,2,L,FALSE,FALSE,,17,15.4,1,L,FALSE,FALSE
17,15.2,2,L,TRUE,TRUE,,17,15.3,2,L,TRUE,TRUE,,17,14.9,3,L,FALSE,FALSE,,17,15.4,2,R,TRUE,TRUE
17,15.2,3,L,TRUE,TRUE,,17,15.3,3,R,TRUE,FALSE,,17,14.9,4,L,FALSE,FALSE,,17,15.4,3,R,TRUE,TRUE
17,15.2,4,R,TRUE,TRUE,,17,15.3,4,R,FALSE,FALSE,,17,14.9,5,R,FALSE,FALSE,,17,15.4,4,R,TRUE,TRUE
17,15.2,5,R,TRUE,TRUE,,17,15.3,5,R,TRUE,FALSE,,17,14.9,6,R,FALSE,FALSE,,17,15.4,5,L,TRUE,TRUE
17,15.2,6,R,TRUE,TRUE,,17,15.3,6,L,FALSE,FALSE,,17,14.9,7,L,FALSE,FALSE,,17,15.4,6,R,TRUE,TRUE
17,15.2,7,L,TRUE,FALSE,,17,15.3,7,L,FALSE,FALSE,,17,14.9,8,R,FALSE,FALSE,,17,15.4,7,L,TRUE,TRUE
17,15.2,8,L,TRUE,FALSE,,17,15.3,8,L,FALSE,FALSE,,18,30,1,R,TRUE,TRUE,,17,15.4,8,L,TRUE,TRUE
18,30,1,L,FALSE,FALSE,,18,29.7,1,L,TRUE,TRUE,,18,30,2,L,TRUE,TRUE,,18,30.1,1,L,TRUE,TRUE
18,30,2,R,FALSE,FALSE,,18,29.7,2,L,FALSE,FALSE,,18,30,3,L,FALSE,FALSE,,18,30.1,2,R,TRUE,TRUE
18,30,3,L,FALSE,FALSE,,18,29.7,3,L,TRUE,FALSE,,18,30,4,L,TRUE,FALSE,,18,30.1,3,L,TRUE,TRUE
18,30,4,R,FALSE,FALSE,,18,29.7,4,R,TRUE,FALSE,,18,30,5,R,TRUE,TRUE,,18,30.1,4,L,TRUE,TRUE
18,30,5,R,FALSE,FALSE,,18,29.7,5,L,FALSE,FALSE,,18,30,6,R,FALSE,FALSE,,18,30.1,5,R,TRUE,TRUE
18,30,6,R,FALSE,FALSE,,18,29.7,6,R,TRUE,FALSE,,18,30,7,L,TRUE,FALSE,,18,30.1,6,L,TRUE,TRUE
18,30,7,L,FALSE,FALSE,,18,29.7,7,R,TRUE,FALSE,,18,30,8,R,TRUE,TRUE,,18,30.1,7,R,TRUE,TRUE
18,30,8,L,FALSE,FALSE,,18,29.7,8,R,TRUE,FALSE,,19,59.7,1,R,TRUE,TRUE,,18,30.1,8,R,TRUE,TRUE
19,60.3,1,R,TRUE,TRUE,,19,60.1,1,R,TRUE,TRUE,,19,59.7,2,L,TRUE,TRUE,,19,60.4,1,L,TRUE,TRUE
19,60.3,2,L,TRUE,TRUE,,19,60.1,2,R,TRUE,FALSE,,19,59.7,3,L,TRUE,FALSE,,19,60.4,2,L,TRUE,TRUE
19,60.3,3,L,TRUE,TRUE,,19,60.1,3,R,TRUE,FALSE,,19,59.7,4,L,TRUE,FALSE,,19,60.4,3,R,TRUE,TRUE
19,60.3,4,R,TRUE,TRUE,,19,60.1,4,L,TRUE,FALSE,,19,59.7,5,R,TRUE,TRUE,,19,60.4,4,R,TRUE,TRUE
19,60.3,5,R,TRUE,TRUE,,19,60.1,5,L,TRUE,TRUE,,19,59.7,6,R,TRUE,TRUE,,19,60.4,5,R,TRUE,TRUE
19,60.3,6,R,TRUE,TRUE,,19,60.1,6,R,TRUE,TRUE,,19,59.7,7,R,TRUE,TRUE,,19,60.4,6,L,TRUE,TRUE
19,60.3,7,L,TRUE,TRUE,,19,60.1,7,L,TRUE,FALSE,,19,59.7,8,L,TRUE,FALSE,,19,60.4,7,R,TRUE,TRUE
19,60.3,8,L,TRUE,TRUE,,19,60.1,8,L,FALSE,FALSE,,20,7.6,1,R,TRUE,TRUE,,19,60.4,8,L,TRUE,TRUE
20,7.5,1,R,TRUE,TRUE,,20,7.5,1,L,FALSE,FALSE,,20,7.6,2,L,FALSE,FALSE,,20,7.5,1,R,TRUE,TRUE
20,7.5,2,R,TRUE,TRUE,,20,7.5,2,R,FALSE,FALSE,,20,7.6,3,R,FALSE,FALSE,,20,7.5,2,L,TRUE,FALSE
20,7.5,3,L,TRUE,FALSE,,20,7.5,3,R,FALSE,FALSE,,20,7.6,4,R,FALSE,FALSE,,20,7.5,3,L,TRUE,FALSE
20,7.5,4,L,TRUE,FALSE,,20,7.5,4,R,FALSE,FALSE,,20,7.6,5,R,FALSE,FALSE,,20,7.5,4,L,TRUE,FALSE
20,7.5,5,R,TRUE,TRUE,,20,7.5,5,L,FALSE,FALSE,,20,7.6,6,L,FALSE,FALSE,,20,7.5,5,R,TRUE,TRUE
20,7.5,6,L,TRUE,FALSE,,20,7.5,6,L,FALSE,FALSE,,20,7.6,7,L,FALSE,FALSE,,20,7.5,6,L,TRUE,TRUE
20,7.5,7,R,FALSE,FALSE,,20,7.5,7,R,FALSE,FALSE,,20,7.6,8,L,FALSE,FALSE,,20,7.5,7,R,TRUE,TRUE
20,7.5,8,L,FALSE,FALSE,,20,7.5,8,L,FALSE,FALSE,,21,14.9,1,R,FALSE,FALSE,,20,7.5,8,R,TRUE,FALSE
21,15.3,1,L,TRUE,TRUE,,21,15,1,L,FALSE,FALSE,,21,14.9,2,R,TRUE,FALSE,,21,15.1,1,R,TRUE,TRUE
21,15.3,2,R,TRUE,TRUE,,21,15,2,R,FALSE,FALSE,,21,14.9,3,R,TRUE,FALSE,,21,15.1,2,L,TRUE,TRUE
21,15.3,3,L,TRUE,FALSE,,21,15,3,R,FALSE,FALSE,,21,14.9,4,L,FALSE,FALSE,,21,15.1,3,L,TRUE,TRUE
21,15.3,4,R,TRUE,TRUE,,21,15,4,R,FALSE,FALSE,,21,14.9,5,L,FALSE,FALSE,,21,15.1,4,L,TRUE,TRUE
21,15.3,5,L,TRUE,FALSE,,21,15,5,L,FALSE,FALSE,,21,14.9,6,L,FALSE,FALSE,,21,15.1,5,R,TRUE,TRUE
21,15.3,6,L,TRUE,FALSE,,21,15,6,R,FALSE,FALSE,,21,14.9,7,R,TRUE,TRUE,,21,15.1,6,L,TRUE,TRUE
21,15.3,7,R,TRUE,TRUE,,21,15,7,L,FALSE,FALSE,,21,14.9,8,L,FALSE,FALSE,,21,15.1,7,R,TRUE,TRUE
21,15.3,8,R,TRUE,TRUE,,21,15,8,L,FALSE,FALSE,,22,7.7,1,L,TRUE,TRUE,,21,15.1,8,R,TRUE,TRUE
22,7.5,1,R,TRUE,TRUE,,22,7.5,1,L,FALSE,FALSE,,22,7.7,2,R,FALSE,FALSE,,22,7.7,1,R,TRUE,TRUE
22,7.5,2,L,TRUE,FALSE,,22,7.5,2,L,FALSE,FALSE,,22,7.7,3,L,FALSE,FALSE,,22,7.7,2,R,TRUE,TRUE
22,7.5,3,L,TRUE,FALSE,,22,7.5,3,L,FALSE,FALSE,,22,7.7,4,R,TRUE,TRUE,,22,7.7,3,L,TRUE,FALSE
22,7.5,4,L,TRUE,FALSE,,22,7.5,4,R,FALSE,FALSE,,22,7.7,5,L,FALSE,FALSE,,22,7.7,4,L,FALSE,FALSE
22,7.5,5,R,TRUE,FALSE,,22,7.5,5,R,FALSE,FALSE,,22,7.7,6,L,FALSE,FALSE,,22,7.7,5,R,TRUE,FALSE
22,7.5,6,R,FALSE,FALSE,,22,7.5,6,L,FALSE,FALSE,,22,7.7,7,R,TRUE,TRUE,,22,7.7,6,L,FALSE,FALSE
22,7.5,7,L,TRUE,FALSE,,22,7.5,7,R,FALSE,FALSE,,22,7.7,8,R,FALSE,FALSE,,22,7.7,7,R,TRUE,TRUE
22,7.5,8,R,FALSE,FALSE,,22,7.5,8,R,FALSE,FALSE,,23,60.3,1,L,TRUE,TRUE,,22,7.7,8,L,FALSE,FALSE
23,59.8,1,L,TRUE,TRUE,,23,60.2,1,R,TRUE,TRUE,,23,60.3,2,R,TRUE,TRUE,,23,61,1,R,TRUE,TRUE
23,59.8,2,L,TRUE,TRUE,,23,60.2,2,L,TRUE,TRUE,,23,60.3,3,L,TRUE,TRUE,,23,61,2,R,TRUE,TRUE
23,59.8,3,R,TRUE,TRUE,,23,60.2,3,R,TRUE,TRUE,,23,60.3,4,L,TRUE,TRUE,,23,61,3,L,TRUE,TRUE
23,59.8,4,R,TRUE,TRUE,,23,60.2,4,L,TRUE,TRUE,,23,60.3,5,R,TRUE,TRUE,,23,61,4,L,TRUE,TRUE
23,59.8,5,R,TRUE,TRUE,,23,60.2,5,L,TRUE,TRUE,,23,60.3,6,R,TRUE,TRUE,,23,61,5,R,TRUE,TRUE
23,59.8,6,L,TRUE,TRUE,,23,60.2,6,R,TRUE,TRUE,,23,60.3,7,R,TRUE,TRUE,,23,61,6,R,TRUE,TRUE
23,59.8,7,R,TRUE,TRUE,,23,60.2,7,L,TRUE,TRUE,,23,60.3,8,L,FALSE,FALSE,,23,61,7,L,TRUE,TRUE
23,59.8,8,L,TRUE,TRUE,,23,60.2,8,R,TRUE,TRUE,,24,3.75,1,L,FALSE,FALSE,,23,61,8,L,TRUE,TRUE
24,3.75,1,L,TRUE,FALSE,,24,3.75,1,L,FALSE,FALSE,,24,3.75,2,R,FALSE,FALSE,,24,3.75,1,R,TRUE,TRUE
24,3.75,2,L,FALSE,FALSE,,24,3.75,2,L,FALSE,FALSE,,24,3.75,3,L,FALSE,FALSE,,24,3.75,2,L,FALSE,FALSE
24,3.75,3,R,FALSE,FALSE,,24,3.75,3,L,FALSE,FALSE,,24,3.75,4,L,TRUE,TRUE,,24,3.75,3,R,TRUE,TRUE
24,3.75,4,R,FALSE,FALSE,,24,3.75,4,R,FALSE,FALSE,,24,3.75,5,R,FALSE,FALSE,,24,3.75,4,R,TRUE,FALSE
24,3.75,5,R,FALSE,FALSE,,24,3.75,5,L,FALSE,FALSE,,24,3.75,6,R,FALSE,FALSE,,24,3.75,5,R,TRUE,FALSE
24,3.75,6,L,FALSE,FALSE,,24,3.75,6,R,FALSE,FALSE,,24,3.75,7,L,TRUE,TRUE,,24,3.75,6,L,FALSE,FALSE
24,3.75,7,R,FALSE,FALSE,,24,3.75,7,R,FALSE,FALSE,,24,3.75,8,R,FALSE,FALSE,,24,3.75,7,L,FALSE,FALSE
24,3.75,8,L,FALSE,FALSE,,24,3.75,8,R,FALSE,FALSE,,25,3.75,1,L,TRUE,TRUE,,24,3.75,8,L,FALSE,FALSE
25,3.6,1,L,FALSE,FALSE,,25,3.75,1,L,FALSE,FALSE,,25,3.75,2,L,FALSE,FALSE,,25,3.75,1,L,FALSE,FALSE
25,3.6,2,L,FALSE,FALSE,,25,3.75,2,R,FALSE,FALSE,,25,3.75,3,R,FALSE,FALSE,,25,3.75,2,L,FALSE,FALSE
25,3.6,3,R,TRUE,FALSE,,25,3.75,3,R,FALSE,FALSE,,25,3.75,4,R,FALSE,FALSE,,25,3.75,3,R,TRUE,FALSE
25,3.6,4,R,FALSE,FALSE,,25,3.75,4,L,FALSE,FALSE,,25,3.75,5,R,FALSE,FALSE,,25,3.75,4,R,FALSE,FALSE
25,3.6,5,L,FALSE,FALSE,,25,3.75,5,R,FALSE,FALSE,,25,3.75,6,L,TRUE,TRUE,,25,3.75,5,R,TRUE,FALSE
25,3.6,6,L,FALSE,FALSE,,25,3.75,6,L,FALSE,FALSE,,25,3.75,7,R,FALSE,FALSE,,25,3.75,6,L,FALSE,FALSE
25,3.6,7,R,FALSE,FALSE,,25,3.75,7,L,FALSE,FALSE,,25,3.75,8,L,FALSE,FALSE,,25,3.75,7,R,TRUE,FALSE
25,3.6,8,R,FALSE,FALSE,,25,3.75,8,R,FALSE,FALSE,,26,29.5,1,L,TRUE,FALSE,,25,3.75,8,L,FALSE,FALSE
26,30.2,1,L,TRUE,TRUE,,26,30.1,1,R,TRUE,TRUE,,26,29.5,2,R,FALSE,FALSE,,26,30,1,R,TRUE,TRUE
26,30.2,2,L,TRUE,TRUE,,26,30.1,2,L,TRUE,FALSE,,26,29.5,3,R,FALSE,FALSE,,26,30,2,R,TRUE,TRUE
26,30.2,3,L,TRUE,FALSE,,26,30.1,3,L,TRUE,FALSE,,26,29.5,4,R,FALSE,FALSE,,26,30,3,R,TRUE,TRUE
26,30.2,4,R,TRUE,TRUE,,26,30.1,4,R,TRUE,FALSE,,26,29.5,5,L,FALSE,FALSE,,26,30,4,L,TRUE,TRUE
26,30.2,5,R,TRUE,TRUE,,26,30.1,5,R,TRUE,FALSE,,26,29.5,6,R,TRUE,FALSE,,26,30,5,R,TRUE,TRUE
26,30.2,6,L,TRUE,TRUE,,26,30.1,6,L,TRUE,FALSE,,26,29.5,7,L,FALSE,FALSE,,26,30,6,L,TRUE,TRUE
26,30.2,7,R,TRUE,TRUE,,26,30.1,7,L,FALSE,FALSE,,26,29.5,8,L,FALSE,FALSE,,26,30,7,L,TRUE,FALSE
26,30.2,8,R,TRUE,TRUE,,26,30.1,8,R,TRUE,TRUE,,,,,,,,,26,30,8,L,TRUE,TRUE